Company,TypeName,Inches,resolution_width,resolution_height,touchscreen,cpu_brand,cpu_name,cpu_speed,Ram,memory_type,primary_storage,secondary_storage,gpu_brand,gpu_name,OpSys,Weight,Price,index
Vero,Notebook,14,1920,1080,0,Intel,"Celeron Dual Core N3350",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",Windows,1.3,13853,176
Asus,Notebook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,128,128,Intel,"UHD Graphics 620",Windows,1.4,50136,177
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,512,512,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,57489,178
HP,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,128,128,Nvidia,"GeForce MX150",Windows,1.38,59620,179
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.9,74965,180
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,6,Hybrid,256,256,AMD,"Radeon 520",Windows,1.91,32980,181
HP,Notebook,17.3,1920,1080,0,AMD,"A6-Series 9220",2.5,4,SSD,256,256,AMD,"Radeon 530",Windows,2.71,23390,182
Xiaomi,Ultrabook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Nvidia,"GeForce MX150",N/A,1.3,53275,183
Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,4,SSD,128,128,AMD,"Radeon R5",Windows,2.1,24029,184
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7820HK",2.9,16,SSD,256,256,Nvidia,"GeForce GTX 1080",Windows,3.6,159787,185
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,512,512,Intel,"HD Graphics 620",Windows,2.18,35005,186
Microsoft,Ultrabook,13.5,2256,1504,1,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",Windows,1.252,71395,187
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.86,36763,188
HP,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.5,52055,189
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,128,128,AMD,"Radeon 530",Windows,2.8,57809,190
Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,Others,NULL,NULL,Intel,"HD Graphics",Linux,2.2,14647,191
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,"Flash Storage",32,32,AMD,"Radeon R5 M430",Windows,2.2,39694,192
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7 8550U",1.8,16,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.2,99580,193
HP,Notebook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.63,43263,194
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1050 Ti",Windows,2.5,62817,195
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,AMD,"Radeon R5 M430",Windows,2.24,30103,196
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5 8250U",1.6,8,SSD,1024,1024,Nvidia,"GeForce MX150",N/A,2.8,37189,197
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,512,512,Intel,"HD Graphics 520",N/A,2.1,18595,198
Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,256,256,Intel,"UHD Graphics 620",Windows,1.88,58403,199
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A12-Series 9720P",3.6,12,SSD,256,256,AMD,"Radeon 530",Windows,2.2,47899,200
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,512,512,Nvidia,"GeForce GTX 1050",N/A,2.4,43104,201
Acer,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,128,128,Intel,"HD Graphics 500",Windows,2.1,18541,202
HP,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,6,HDD,1024,1024,Nvidia,"GeForce 940MX",Windows,1.58,35112,203
Asus,Notebook,14,1366,768,0,AMD,"E-Series 6110",1.5,4,Hybrid,512,512,AMD,"Radeon R2",Windows,1.65,14811,204
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 7100U",2.4,8,Hybrid,256,256,Nvidia,"GeForce 930MX",Windows,2.1,38148,205
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,512,512,Intel,"HD Graphics 620",N/A,2.2,29251,206
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1050 Ti",Windows,3,84768,207
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 520",Windows,1.85,22106,208
Lenovo,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,SSD,256,256,Intel,"HD Graphics 505",N/A,2.2,19180,209
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Others,NULL,NULL,Nvidia,"GeForce 940MX",N/A,2.2,35112,210
Dell,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,2.67,42571,211
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,Hybrid,256,256,AMD,"Radeon R7 M445",Windows,2.33,47899,212
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,12,HDD,500,500,Nvidia,"GeForce GTX 1070",Windows,3.35,106507,213
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,2.4,95851,214
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i7 8550U",1.8,16,SSD,512,512,AMD,"Radeon 530",Windows,2.8,74379,215
Acer,Notebook,15.6,1366,768,0,Intel,"Core i5 8250U",1.6,12,SSD,256,256,Nvidia,"GeForce MX130",Windows,2.2,36976,216
Asus,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 8550U",1.8,8,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,4.1,79867,217
HP,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 7600U",2.8,16,SSD,256,256,Intel,"HD Graphics 620",Windows,1.28,105228,218
Apple,Ultrabook,13.3,1440,900,0,Intel,"Core i5",1.6,8,SSD,256,256,Intel,"HD Graphics 6000",Mac,1.35,53173,219
Lenovo,"2 in 1 Convertible",13.9,3840,2160,1,Intel,"Core i7 8550U",1.8,16,SSD,512,512,Intel,"UHD Graphics 620",Windows,1.4,111835,220
Acer,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,SSD,256,256,Intel,"HD Graphics 505",Windows,2.1,19368,221
Asus,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Nvidia,"GeForce 940MX",Windows,1.3,63563,222
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.5,54239,223
Apple,Ultrabook,12,2304,1440,0,Intel,"Core i5",1.3,8,HDD,1024,1024,Intel,"HD Graphics 615",Mac,0.92,80453,224
Acer,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core 3205U",1.5,2,Hybrid,256,256,Intel,"HD Graphics",Chrome,2.19,10603,225
Mediacom,"2 in 1 Convertible",11.6,1920,1080,1,Intel,"Celeron Dual Core N3350",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Windows,1.16,15931,226
HP,Ultrabook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.36,93240,227
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.2,84129,228
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,Hybrid,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.7,71875,229
Lenovo,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",Windows,1.44,13267,230
Huawei,Ultrabook,13,2160,1440,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.05,79867,231
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,500,500,Nvidia,"GeForce GTX 1050 Ti",Windows,2.2,69211,232
Toshiba,Notebook,15.6,1920,1080,0,Intel,"Core i7 6500U",2.5,8,Hybrid,256,256,Nvidia,"GeForce 930M",Windows,2.2,55571,233
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,2.56,56503,234
HP,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,2.5,49444,235
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,3,63243,236
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,AMD,"Radeon R7 M445",Linux,2.33,41498,237
HP,Notebook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.63,45821,238
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,512,512,AMD,"Radeon 530",Windows,1.4,49651,239
Samsung,Netbook,11.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,SSD,256,256,Intel,"HD Graphics 400",Chrome,1.15,14332,240
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,128,128,Nvidia,"GeForce GTX 1050 Ti",Windows,2.4,60153,241
Acer,Notebook,15.6,1366,768,0,Intel,"Core i3 7130U",2.7,4,Hybrid,128,128,Intel,"HD Graphics 620",Linux,2.1,19554,242
Asus,"2 in 1 Convertible",15.6,1920,1080,1,Intel,"Core i7 7500U",2.7,12,Hybrid,128,128,Nvidia,"GeForce GT 940MX",Windows,2.26,58555,243
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 940MX",Windows,2.3,43636,244
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.62,44702,245
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,128,128,Intel,"UHD Graphics 620",Windows,2.05,46886,246
Dell,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,AMD,"Radeon R7 M445",Windows,2.36,34045,247
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.4,53813,248
HP,Notebook,17.3,1600,900,0,Intel,"Core i3 6006U",2.0,8,HDD,500,500,Intel,"HD Graphics 520",Windows,2.54,26054,249
Acer,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,512,512,Nvidia,"GeForce MX150",Windows,3,45501,250
Lenovo,Notebook,17.3,1600,900,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Nvidia,"GeForce GTX 940MX",N/A,2.8,31382,251
HP,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,Hybrid,256,256,Intel,"HD Graphics 520",Windows,1.86,24988,252
HP,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,2,HDD,1024,1024,Intel,"HD Graphics 400",Windows,1.44,14865,253
Apple,Ultrabook,13.3,2560,1600,0,Intel,"Core i5",2.9,8,SSD,512,512,Intel,"Iris Graphics 550",Mac,1.37,104370,254
Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,4,SSD,256,256,AMD,"Radeon R5",Windows,2.1,22697,255
HP,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,2.5,48698,256
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i3 7130U",2.7,4,SSD,128,128,Intel,"HD Graphics 620",Windows,1.7,31915,257
Dell,Notebook,17.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,AMD,"Radeon 530",Windows,2.8,52161,258
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,Hybrid,512,512,AMD,"Radeon R5 M430",Windows,2.2,23923,259
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,512,512,Nvidia,"GeForce GTX 1050",Windows,2,97449,260
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 8250U",1.6,4,Hybrid,128,128,Intel,"UHD Graphics 620",Windows,1.49,40173,261
HP,Notebook,14,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Nvidia,"GeForce 930MX",Windows,1.63,54932,262
Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 8650U",1.9,16,HDD,500,500,Intel,"UHD Graphics 620",Windows,1.88,85672,263
Lenovo,Notebook,15.6,1920,1080,0,AMD,"A6-Series 9220",2.5,4,HDD,1024,1024,AMD,"R4 Graphics",Windows,2.2,21259,264
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.0,16,HDD,1024,1024,AMD,"Radeon RX 580",Windows,3.25,117163,265
Lenovo,Notebook,13.3,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.1,53227,266
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1700",3.0,16,Hybrid,512,512,AMD,"Radeon RX 580",Windows,3.2,82531,267
Acer,Ultrabook,14,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Others,NULL,NULL,Intel,"UHD Graphics 620",Windows,1.6,47100,268
Lenovo,Workstation,15.6,3840,2160,0,Intel,"Core i7 7600U",2.8,16,HDD,1024,1024,Nvidia,"GeForce 940MX",Windows,2.3,130270,269
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,2.05,39374,270
Dell,Ultrabook,14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,512,512,Intel,"UHD Graphics 620",Windows,1.6,61219,271
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 7820HQ",2.9,16,Hybrid,256,256,Nvidia,"Quadro M2200M",Windows,2.5,130483,272
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.58,78854,273
Lenovo,Notebook,17.3,1600,900,0,AMD,"A8-Series 7410",2.2,4,SSD,512,512,AMD,"Radeon R5",Windows,2.6,26054,274
Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual Core N3350",1.1,4,HDD,500,500,Intel,"HD Graphics 500",Windows,1.5,19980,275
HP,Ultrabook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,HDD,1024,1024,AMD,"Radeon 520",Windows,1.91,26587,276
HP,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,4,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.86,26037,277
Lenovo,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 1060",Windows,3.2,69211,278
Dell,Ultrabook,13.3,3840,2160,1,Intel,"Core i7 8550U",1.8,16,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,1.21,133147,279
Huawei,Ultrabook,13,2160,1440,0,Intel,"Core i5 7200U",2.5,8,HDD,2048,2048,Intel,"HD Graphics 620",Windows,1.05,71875,280
Asus,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,16,Hybrid,128,128,Nvidia,"GeForce MX150",Windows,1.5,67239,281
Asus,Gaming,17.3,1920,1080,0,AMD,"Ryzen 1600",3.2,8,HDD,1024,1024,AMD,"Radeon RX 580",Windows,3.2,90310,282
Acer,Notebook,15.6,1366,768,0,AMD,"A9-Series 9420",3.0,4,SSD,256,256,AMD,"Radeon R5",Windows,2.1,21046,283
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Linux,2.5,52161,284
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,256,256,AMD,"Radeon RX 550",Windows,2.1,65511,285
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,HDD,1024,1024,AMD,"Radeon 520",Linux,2.14,39165,286
Dell,Ultrabook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,AMD,"Radeon 530",Windows,0.0002,35325,287
MSI,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1070",Windows,2.8,111835,288
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,256,256,Nvidia,"GeForce 930MX",Windows,2.1,46833,289
HP,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Windows,2.1,18488,290
HP,Notebook,17.3,1920,1080,0,Intel,"Core i5 7200U",2.5,6,SSD,16,16,AMD,"Radeon 520",Windows,2.71,37243,291
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i3 7130U",2.7,4,HDD,1024,1024,Nvidia,"GeForce MX130",Windows,7.2,30476,292
Lenovo,Notebook,14,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.9,49977,293
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1050 Ti",Windows,2.65,71875,294
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 8550U",1.8,16,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.62,68145,295
Google,Ultrabook,12.3,2400,1600,1,Intel,"Core i7 7Y75",1.3,16,HDD,1024,1024,Intel,"HD Graphics 615",Chrome,1.1,117163,296
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i3 6006U",2.0,4,SSD,256,256,Intel,"HD Graphics 620",Linux,2,20726,297
HP,Notebook,15.6,1366,768,0,Intel,"Core i7 7500U",2.7,8,SSD,256,256,Intel,"HD Graphics 620",Windows,2.05,31861,298
Dell,Workstation,15.6,3840,2160,1,Intel,"Core i7 7700HQ",2.8,8,HDD,1024,1024,Nvidia,"Quadro M1200",Windows,1.78,144495,299
Lenovo,Notebook,15.6,1366,768,0,AMD,"A6-Series 9220",2.9,4,SSD,512,512,AMD,"Radeon R4 Graphics",N/A,2.2,16464,300
Dell,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i7 8550U",1.8,8,SSD,128,128,Intel,"UHD Graphics 620",Windows,1.62,46301,301
Acer,Notebook,15.6,1920,1080,0,AMD,"A8-Series 7410",2.2,8,Hybrid,256,256,AMD,"Radeon R5",Windows,2.23,24988,302
HP,Ultrabook,15.6,1920,1080,0,Intel,"Core i7 8550U",1.8,8,HDD,1024,1024,Nvidia,"GeForce GTX 940MX",Windows,1.83,37243,303
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,HDD,2048,2048,AMD,"Radeon 520",Linux,2.2,36089,304
Lenovo,Ultrabook,24,2560,1440,0,Intel,"Core i7 7500U",2.7,24,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.32,126913,305
Dell,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,HDD,1024,1024,Nvidia,"GeForce GTX 1060",Windows,2.65,79867,306
HP,Notebook,15.6,1920,1080,0,AMD,"A9-Series 9420",3.0,4,SSD,256,256,AMD,"Radeon R5",Windows,1.91,26053,307
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i3 7100U",2.4,4,SSD,256,256,Intel,"HD Graphics 620",Windows,5.4,26054,308
Lenovo,Ultrabook,14,2560,1440,0,Intel,"Core i7 7500U",2.7,16,Hybrid,128,128,Intel,"HD Graphics 620",Windows,1.13,139860,309
Lenovo,"2 in 1 Convertible",14,1920,1080,0,Intel,"Core i5 8250U",1.6,8,HDD,1024,1024,Intel,"UHD Graphics 620",Windows,1.74,47899,310
HP,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.96,31914,311
HP,Notebook,14,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,1024,1024,Intel,"UHD Graphics 620",Windows,1.63,52641,312
Lenovo,"2 in 1 Convertible",14,2560,1440,1,Intel,"Core i7 6600U",2.6,16,Hybrid,256,256,Intel,"HD Graphics 520",Windows,1.36,133147,313
Asus,"2 in 1 Convertible",11.6,1366,768,1,Intel,"Celeron Dual Core N3350",1.1,2,SSD,256,256,Intel,"HD Graphics 500",Windows,1.1,14652,314
Lenovo,Netbook,11.6,1366,768,0,Intel,"Celeron Quad Core N3450",1.1,4,"Flash Storage",32,32,Intel,"HD Graphics 500",Windows,1.59,29464,315
Asus,Gaming,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,Hybrid,128,128,Nvidia,"GeForce GTX 1060",Windows,2.2,77203,316
Asus,Notebook,15.6,1920,1080,0,Intel,"Core i5 7200U",2.5,4,SSD,1024,1024,Intel,"HD Graphics 620",Linux,2,29784,317
Razer,Gaming,17.3,3840,2160,1,Intel,"Core i7 7820HK",2.9,32,"Flash Storage",16,16,Nvidia,"GeForce GTX 1080",Windows,3.49,324955,318
Toshiba,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 6500U",2.5,8,SSD,256,256,Intel,"HD Graphics 520",Windows,1.2,72621,319
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,"Flash Storage",128,128,Intel,"HD Graphics 500",Windows,2.2,16304,320
Asus,Notebook,15.6,1366,768,0,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Nvidia,"GeForce 940MX",Linux,2.3,27865,321
HP,Notebook,15.6,1920,1080,0,Intel,"Core i7 7500U",2.7,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.84,69477,322
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,SSD,256,256,AMD,"Radeon 530",Windows,2.33,44968,323
Lenovo,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,HDD,1024,1024,Intel,"HD Graphics 500",N/A,1.9,13446,324
Toshiba,Notebook,15.6,1366,768,0,Intel,"Core i7 6500U",2.5,8,SSD,256,256,Nvidia,"GeForce 930M",Windows,2.2,43263,325
Lenovo,Notebook,17.3,1600,900,0,AMD,"A6-Series 9220",2.5,8,"Flash Storage",32,32,AMD,"Radeon R4",Windows,2.8,27652,326
Dell,Notebook,15.6,1366,768,0,Intel,"Celeron Dual Core N3060",1.6,4,HDD,1024,1024,Intel,"HD Graphics 400",Windows,1.8,16464,327
Dell,Ultrabook,13.3,1920,1080,0,Intel,"Core i7 8550U",1.8,8,SSD,256,256,Intel,"UHD Graphics 620",Windows,1.21,87859,328
Dell,Ultrabook,13.3,3200,1800,1,Intel,"Core i7 7560U",2.4,8,SSD,256,256,Intel,"Iris Plus Graphics 640",Windows,1.23,73473,329
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,1024,1024,Nvidia,"GeForce GTX 1050",Windows,2.9,81465,330
Asus,Gaming,17.3,1920,1080,0,Intel,"Core i5 7300HQ",2.5,8,Hybrid,256,256,Nvidia,"GeForce GTX 1050",Windows,3,49977,331
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,SSD,256,256,Intel,"UHD Graphics 620",Windows,2.2,36337,332
HP,Notebook,13.3,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Hybrid,256,256,Intel,"UHD Graphics 620",Windows,1.49,51096,333
Dell,Notebook,15.6,1920,1080,0,Intel,"Core i5 8250U",1.6,4,HDD,1024,1024,AMD,"Radeon 530",Windows,2.2,39907,334
Asus,Notebook,14,1366,768,0,Intel,"Celeron Dual Core N3350",1.1,4,SSD,256,256,Intel,"HD Graphics 500",Windows,1.5,15238,335
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"GeForce GTX 1060",Windows,2.7,75072,336
Lenovo,Notebook,25.6,1920,1080,0,Intel,"Core i5 8250U",1.6,8,Others,NULL,NULL,AMD,"Radeon RX 550",Windows,2.1,60979,337
Lenovo,"2 in 1 Convertible",13.3,1920,1080,1,Intel,"Core i5 7200U",2.5,8,SSD,256,256,Intel,"HD Graphics 620",Windows,1.37,74539,338
Lenovo,Ultrabook,12.5,1920,1080,0,Intel,"Core i5 7200U",2.5,8,HDD,1024,1024,Intel,"HD Graphics 620",Windows,1.36,76137,339
HP,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,SSD,256,256,Nvidia,"GeForce GTX 1050",Windows,3.35,73473,340
Acer,Notebook,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,HDD,500,500,Nvidia,"GeForce GTX 1050",Linux,2.5,46833,341
Dell,Workstation,17.3,1920,1080,0,Intel,"Core i7 7820HQ",2.9,16,HDD,2048,2048,Nvidia,"Quadro M1200",Windows,3.42,153705,342
Lenovo,Notebook,15.6,1920,1080,0,Intel,"Pentium Quad Core N4200",1.1,4,HDD,1024,1024,Intel,"HD Graphics 505",Windows,2.2,18595,343
Asus,Notebook,15.6,1366,768,0,Intel,"Pentium Quad Core N4200",1.1,4,SSD,512,512,Intel,"HD Graphics 500",Windows,2,16197,344
HP,Workstation,15.6,1920,1080,0,Intel,"Core i7 7700HQ",2.8,8,SSD,256,256,Nvidia,"Quadro M1200",Windows,2.6,92615,345
HP,"2 in 1 Convertible",13.3,3840,2160,1,Intel,"Core i7 8550U",1.8,16,Hybrid,256,256,Intel,"UHD Graphics 620",Windows,1.29,130483,346
Lenovo,Ultrabook,14,1920,1080,0,Intel,"Core i7 8550U",1.8,8,"Flash Storage",32,32,AMD,"Radeon RX 550",Windows,1.75,64755,347
HP,Notebook,17.3,1920,1080,0,Intel,"Core i7 8550U",1.8,8,Hybrid,512,512,Nvidia,"GeForce 930MX",Windows,2.5,55678,348
MSI,Gaming,17.3,1920,1080,0,Intel,"Core i7 7700HQ",2.8,16,"Flash Storage",32,32,Nvidia,"GeForce GTX 1070",Windows,2.8,119827,349
